questions,course,document
What error might I encounter when running the dm_monthly_zone_revenue.sql model?,data-engineering-zoomcamp,354f0e10
What should I avoid when writing the month parameter in date_trunc for my SQL model?,data-engineering-zoomcamp,354f0e10
Can you clarify the correct way to use date_trunc for truncating dates by month in BigQuery?,data-engineering-zoomcamp,354f0e10
What is the correct syntax for generating a surrogate key in dbt?,data-engineering-zoomcamp,98fae8d0
How can I replace the old surrogate key function in my project?,data-engineering-zoomcamp,98fae8d0
What function should I use to create surrogate keys for multiple fields?,data-engineering-zoomcamp,98fae8d0
Is there a new method for surrogate key generation in dbt?,data-engineering-zoomcamp,98fae8d0
What change should I make to the surrogate key definition in Module 4?,data-engineering-zoomcamp,98fae8d0
What should I do if my dbt run fails after changing the dataset location?,data-engineering-zoomcamp,cb678fde
How can I resolve the error I'm encountering in dbt run after altering the location?,data-engineering-zoomcamp,cb678fde
Is there a way to fix the issue with dbt run if I've modified the dataset's location?,data-engineering-zoomcamp,cb678fde
What steps do I need to take to correct errors in dbt after changing its location?,data-engineering-zoomcamp,cb678fde
"If I encounter errors after changing a location in dbt, how can I correct them?",data-engineering-zoomcamp,cb678fde
What should I do if running dbt run with a specified variable value does not change the number of rows in my table?,data-engineering-zoomcamp,39bfb043
Why is a new dataset created in BigQuery after I run my CI/CD job?,data-engineering-zoomcamp,39bfb043
How can I ensure that my development models are merged into production models when using dbt?,data-engineering-zoomcamp,39bfb043
What happens if I select 'defer to another environment' in my CI/CD job setup?,data-engineering-zoomcamp,39bfb043
Is it necessary to remove the existing dataset before rerunning dbt to see the updated row count?,data-engineering-zoomcamp,39bfb043
What role does the Staging dataset play in the analytics process?,data-engineering-zoomcamp,351a078a
Can you explain why the Staging dataset is materialized as views instead of tables?,data-engineering-zoomcamp,351a078a
"In the context of the project, how did Vic utilize the production dataset?",data-engineering-zoomcamp,351a078a
What alternative datasets did Vic create during the course videos?,data-engineering-zoomcamp,351a078a
Does the Staging dataset have to be used when working with the dbt framework?,data-engineering-zoomcamp,351a078a
What should I do if I see a message indicating that DBT Docs are served but I can't access them in my browser?,data-engineering-zoomcamp,61da1919
Is there a specific line I need to delete from docker-compose to fix the access issue with DBT Docs?,data-engineering-zoomcamp,61da1919
What changes should I make to my docker-compose file if the DBT Docs are not accessible?,data-engineering-zoomcamp,61da1919
How can I troubleshoot the problem of DBT Docs being served but not shown in the browser?,data-engineering-zoomcamp,61da1919
What configuration in docker-compose might be preventing me from accessing DBT Docs through my web browser?,data-engineering-zoomcamp,61da1919
How can I resolve the 404 error related to my BigQuery dataset not being found in the specified location?,data-engineering-zoomcamp,6528c6ae
What steps should I follow to check and adjust the location settings for my BigQuery connection?,data-engineering-zoomcamp,6528c6ae
Is there a specific procedure for re-uploading my GCP key after adjusting the location?,data-engineering-zoomcamp,6528c6ae
What should I do if my dataset is still not found after rebuilding the project with dbt?,data-engineering-zoomcamp,6528c6ae
Do I need to delete my dataset in GBQ before rebuilding the project with dbt?,data-engineering-zoomcamp,6528c6ae
How can I make changes to the main branch in dbt?,data-engineering-zoomcamp,c0d3a2e8
What should I do if I want to edit files in dbt?,data-engineering-zoomcamp,c0d3a2e8
Is the main branch in dbt editable?,data-engineering-zoomcamp,c0d3a2e8
Where can I find more information about branching in dbt?,data-engineering-zoomcamp,c0d3a2e8
What steps should I take to modify the main branch using git?,data-engineering-zoomcamp,c0d3a2e8
How can I make changes to files in dbt when I'm in read-only mode?,data-engineering-zoomcamp,859a97c5
What steps should I take to create a new branch for development in dbt?,data-engineering-zoomcamp,859a97c5
"After creating a new branch, how do I merge my changes back to the main branch?",data-engineering-zoomcamp,859a97c5
What does it mean to commit and push changes in the context of dbt?,data-engineering-zoomcamp,859a97c5
Can you explain the process of switching branches when working with dbt and git?,data-engineering-zoomcamp,859a97c5
What error occurs when trying to create CI checks for deployment to Production in dbt?,data-engineering-zoomcamp,32469a2d
What triggers the error related to pull requests in dbt deploy with Git CI?,data-engineering-zoomcamp,32469a2d
Which repository connections are required for the CI checks feature in dbt?,data-engineering-zoomcamp,32469a2d
What solution should I follow instead of using the Git Clone option when deploying?,data-engineering-zoomcamp,32469a2d
Where can I find the step-by-step guide for unlinking Git Clone and linking with Github?,data-engineering-zoomcamp,32469a2d
How can I resolve the issue of not seeing the Run on Pull Requests option when setting up Continuous Integration with Github?,data-engineering-zoomcamp,c599b3a0
What steps should I follow to reconnect my Github account with my dbt project?,data-engineering-zoomcamp,c599b3a0
Where do I find the option to disconnect my current Github configuration within the dbt settings?,data-engineering-zoomcamp,c599b3a0
What should I do after disconnecting the current Github configuration in order to set it up again properly?,data-engineering-zoomcamp,c599b3a0
"After reconnecting Github, how do I configure the job to ensure I see the Run on Pull Requests option?",data-engineering-zoomcamp,c599b3a0
What should I do if I encounter a Compilation Error related to a missing source in my DBT project?,data-engineering-zoomcamp,179df18d
How can I fix the issue with the Lineage graph not displaying during the tutorial in Module 4?,data-engineering-zoomcamp,179df18d
Is there a specific moment in the DE Zoomcamp video where I should pay attention to avoid issues?,data-engineering-zoomcamp,179df18d
What file do I need to save to resolve the Compilation Error mentioned in the FAQ?,data-engineering-zoomcamp,179df18d
"After saving the schema.yml file, will I be able to view the Lineage graph without problems?",data-engineering-zoomcamp,179df18d
What does the error 'NoneType' object is not iterable imply in the context of a macro?,data-engineering-zoomcamp,1ce1a275
Which macro is associated with the error related to 'NoneType' being not iterable?,data-engineering-zoomcamp,1ce1a275
What is the significance of the vars section in the dbt_project.yml file?,data-engineering-zoomcamp,1ce1a275
What values should I include for payment_type_values in the dbt_project.yml?,data-engineering-zoomcamp,1ce1a275
Where can I find the definition of the macro test_accepted_values that caused the error?,data-engineering-zoomcamp,1ce1a275
What specific issue might arise if I directly copy the dbt macro for get_payment_type_description from the data-engineering-zoomcamp repository?,data-engineering-zoomcamp,b529b0bc
Why am I receiving a BadRequest error related to the CASE operator while using the get_payment_type_description macro?,data-engineering-zoomcamp,b529b0bc
What changes do I need to make to the payment_type data type for the macro to function correctly?,data-engineering-zoomcamp,b529b0bc
Can you explain the process required to convert numeric values to text within the dbt macro?,data-engineering-zoomcamp,b529b0bc
What does the dbt macro get_payment_type_description return when given different payment_type input values?,data-engineering-zoomcamp,b529b0bc
How can I access the error log in dbt to troubleshoot issues?,data-engineering-zoomcamp,2e51a111
What happens when I click the link in the dbt error log?,data-engineering-zoomcamp,2e51a111
Will I be able to see the exact line causing the error in my query?,data-engineering-zoomcamp,2e51a111
Is there a specific module that covers troubleshooting in dbt?,data-engineering-zoomcamp,2e51a111
Where can I find resources for analytics engineering with dbt?,data-engineering-zoomcamp,2e51a111
What is the reason behind dbt creating a schema named 'dbt_marts' when I set the target schema to 'marts'?,data-engineering-zoomcamp,6e1a0834
Can you explain how to change the default behavior of schema naming in dbt?,data-engineering-zoomcamp,6e1a0834
What steps do I need to follow to create a macro for overriding the default schema name in dbt?,data-engineering-zoomcamp,6e1a0834
Is there a specific file where I need to adjust the custom schema settings in dbt?,data-engineering-zoomcamp,6e1a0834
